user_id,subgroup
5c6e7a8d6d180f002084a746,1 26 49 58 37
5e11926d54511e0d1440d024,57 85 17 54 21
59a1bbeb3ba5a507005d94bf,3 42 52 28 50
5a11254d516eb50051f99473,5 71 77 2 12
56702e0f13ef621200899d90,4 28 7 27 24
5aa795b871c70c001e28f2a9,5 71 33 21 29
5dc9632b31ab600020684cb3,5 7 71 6 29
603a408fedddaa46e5e847c0,21 57 35 2 5
5b41c29cbc0cfe001ecd42a8,5 3 33 71 25
6118d79bc367dc00060594ef,43 68 7 9 25
5d9189c2a7e8fe0020d81039,5 71 3 32 25
5b4d802ece476c001e4a92bf,5 71 25 77 12
568cdb6fe8ff9b20003d00ed,5 71 21 77 9
57870425d0c3030700414d39,5 71 77 12 83
58123bc6e6fe960700e102b6,8 39 6 42 45
57317210fad4ef0a006aef34,22 10 9 33 5
571c171c234ded0a00a42d25,22 10 42 86 62
5a220d1ca6d4a5001ec316a4,5 71 21 9 25
5741ce66fad4ef0a006bd851,5 10 71 44 25
60348943e950ee4623b5bf87,9 21 57 85 35
5ef2d87e0be54018a7bcdab0,10 22 5 33 9
5ef142e0b93e46e8668cc638,5 71 77 10 12
603231d4bf9554f2a0f3fc8a,11 49 14 67 75
5a7c4db81a0d09001ee03a35,12 5 71 77 68
5bbe0a3c3617e7001e562a28,2 5 35 71 9
60cf0704ad1a3c42aab8f51d,5 71 13 2 8
5eaf743f3e47cffda3221a7d,2 77 12 9 5
60cf3e396e549d1efce05b95,3 42 23 52 53
58b012045c4e6507007c4ff0,11 2 49 10 39
5e9feed3735b0173dfccac85,2 5 71 9 77
60d016e1f5d14a31f55ec6dc,11 14 19 49 31
5ab7463ddc2ab6001e26771b,21 57 85 17 35
54ef354db839040f0001608b,5 71 77 83 12
5fa5f6ab0c79eefbbd8bade3,5 71 22 33 21
5b8e8a35de22ba001ee7af15,6 7 56 8 51
59e87f43ef1581001e5c9a96,5 71 83 34 77
6018fcfd699913c0c3c25432,3 42 67 33 52
5ea04ffb735b01937cccf0e9,9 5 21 25 71
55f10bf48b6cae0f00ac8882,5 71 83 51 38
602c95d74b3734871880bb01,21 35 9 68 17
5a40efaae939a9001ed222a0,19 15 11 24 56
6061f4bc0a60ce1e971f5557,85 57 17 21 2
608a2403c79613f5062ebf11,5 7 43 68 71
5c3d8f09f699690021a18b96,24 19 15 11 14
60530fa47d8d93b2df1fae40,5 71 2 77 49
60de64536dab560006a5b438,8 6 47 39 34
609de373efc1e3d339c655c4,5 71 25 9 21
5abc5b027997a2001e7bde62,2 5 71 77 12
5cd77041a4d3eb00205122c3,57 54 2 85 13
5d4607663714d90022deea26,29 49 6 21 5
5bb5bf8ae6ed7e001e023f05,5 71 29 77 34
5d2c981d9cf9ea0021ea130d,85 17 57 44 5
58576019f528320700f8b947,18 12 28 77 59
5a5d848ca97499001e463e8b,3 25 67 42 52
5d8aebad34c10b0021bfce43,19 15 11 24 22
5cb892216b6d4e0020dca370,7 25 67 6 44
60eb37e633924000075ce90d,20 33 21 37 8
60b9dd8d03731d79bacc508e,5 71 9 25 12
5f6aca9e6e264f3d5181333e,2 5 49 71 75
606bdc981912851124766428,5 71 9 21 2
5c063ed2c9f99c0024313d7c,21 48 17 85 29
5a386d69c0cfff00e2c687c4,5 71 10 22 77
56f4ca304e3ef90900b82a99,5 71 49 21 11
5e848ed3a56f8200253a96ae,43 7 68 25 9
60ffe280d712540006af251f,21 54 57 35 24
5f5ba725f24eac66f0fa2760,57 2 21 85 54
60db15400ae315c7f2897b94,24 16 70 91 11
5ba1d2276971da001ea53c30,7 43 68 38 51
5878f7fe6ecf3a0700b74ed0,5 21 71 79 66
61001e661f74d40006fe78a9,5 71 29 34 21
5f18f3323ad0ad42a8eb3ac2,5 71 21 77 12
612d8369d2440f0007e72f93,35 57 21 2 85
5ada051ffe4f6d001ee17aec,57 85 17 2 54
5ee9ab8195bc917c9a7f67ba,3 23 42 25 52
60d09f6d57d3564d09beba47,9 5 21 10 22
5d774f0b45639e00212bd1d0,46 43 68 82 71
6080e2412ff403d583a08355,11 49 75 6 14
5677ad0950562140005e67c5,5 71 39 34 47
5c90f54f0bb340002079f08c,24 16 70 91 41
6116098800038a000791ff86,22 10 62 86 53
5cbebb76d1800400200534d4,43 68 7 25 5
599705dce6f91a07009fc782,5 21 71 57 2
5e8d925c5a140c53e11c39e9,2 35 13 54 9
57522e6e206cd60900c55310,2 85 17 54 57
60516e367d8d93173e1dcfc6,43 7 68 25 9
574b89330a2f5c0900c98e5d,6 8 1 26 47
5eff7543e5e92c45f118953b,5 71 22 29 83
5a0aaf3da15b3f001e983215,85 35 17 54 2
58f4e7a24909c907004ad2b5,11 49 14 19 31
58289bea5910c807008281ea,24 16 49 22 75
5f112ee1cad0d074f0e7017e,49 11 6 75 24
5ae69650be58e9001e853a59,23 32 21 3 38
602ce4766ed1d1d691e8c1eb,11 19 15 24 14
61001092b8494100062f7bad,68 7 25 8 43
5c56e5ce79f1990022dfae7e,8 13 21 39 6
601eb917d4fbaa37c53ff95b,8 6 13 39 45
573a6f07fad4ef0a006b8baf,5 71 49 34 29
5ae1f594bf6461001e93d68f,21 35 17 2 85
5bc1ae6615aece001e614a1a,5 71 25 40 3
611513591d631b00077ed418,18 4 57 27 62
57ba6438c7425c0700c69da7,24 16 22 21 41
5e493b4e5b02f600245b6d07,11 85 17 49 44
5dd4c0d25e4baa002071d206,5 71 77 12 2
609bf498733f68fb993672f2,5 2 57 71 35
5b0e6371ad7fa0001e9585d8,25 54 26 2 1
5ce12dfc91a3ab00206333ba,11 49 14 19 24
57417f4bfad4ef0a006bd39d,22 27 62 24 41
5b78df2470e34c001e40d510,43 7 24 41 68
5f0a57ec7d2e6708a06fdc4d,2 80 54 78 35
5df8c06460f8440021cb9cf5,57 85 21 38 17
5c9c53c6938233001f8d164b,47 7 68 8 6
6023658e89e3318842bdac28,5 71 77 11 33
54efeb21b839040f000161db,19 24 15 11 22
5e7042e6024d690024e48ba4,2 9 77 12 35
5bd7c2962febb1001e9060a3,22 10 86 24 53
5fea03062a0eb017e52238d4,28 4 42 3 37
60c895f61cd33b45a80fa06c,6 7 8 47 42
5a5ec6926a444a0068d4c83b,29 5 33 20 48
5bcbd3a6e97c2d001e11690b,38 30 21 73 5
58f8e6db048ab40700cc3f75,49 75 25 2 39
6102bc694b98770006447366,9 21 2 22 33
5bde95ecfec01400216665e5,25 7 68 3 43
5ef9eb011097a36f96c51ba4,67 57 85 21 44
5a64a03285b4c2001eb7fdd5,47 5 7 37 2
5f155594353ab3f68f7772ea,5 71 29 83 48
60dee5886dab560006a64293,5 71 22 9 25
58736443a8aae907000d0168,11 49 67 14 69
5a054aa7bc13ad001ed97d80,67 32 23 44 3
5f28138718658010a1f495e3,33 20 21 5 29
611f1014bd122100071e93b4,49 11 75 24 19
59f4a912e8c1dd001e90a6ad,5 71 68 77 43
5ce60fa503a9be0020bdbcd3,25 67 90 3 31
610e82bae74456000773c547,5 71 77 12 2
54ef6116b839040f000161ab,2 5 57 71 54
5f451faf5cce5b3281865fc1,5 71 12 77 25
57fb54e0da04300700fdbbac,6 11 8 7 49
56a210944ec4c609007d2d61,5 71 29 48 21
57318a71fad4ef0a006af32c,5 71 12 77 2
6047a5e8ee9cc4b964854428,21 17 85 68 5
6110e272bd53650006611bc9,9 35 57 2 5
5a9e0c155d786f001e628f72,2 77 12 5 9
60d1bcd4c75e4221fee62f2d,19 15 11 24 56
60d04956aec8654ec70e7fb0,43 7 68 25 9
603fbaaf043b4758e15ba3aa,6 8 7 56 11
