user_id,subgroup
5f1dc5a3afdc0537b5de8979,50 83 64 69 70 81 51 3 5 1 59 29 40 73 6 37 7 23 25 28 4 67 33 66 8 35 61 36 57 72 34 71 39 38 47 63 32 76 19 15 85 53 84 75 12 60 65 16 55 13
5f432175a32a53813a24e1a5,51 3 5 59 50 29 40 73 4 33 66 8 1 6 37 7 23 25 83 28 64 67 35 61 36 57 72 34 69 71 39 38 47 63 32 76 70 19 15 85 53 84 75 12 60 65 16 55 13 22
5a93a2b844a1e4001eee7a26,73 64 66 61 57 72 34 76 75 58 52 41 51 3 5 1 59 50 29 40 6 37 7 23 25 83 28 4 67 33 8 35 36 69 71 39 38 47 63 32 70 19 15 85 53 84 12 60 65 16
617ec17d1a87ca000710ce8f,5 29 23 4 66 36 16 55 9 24 89 20 51 3 1 59 50 40 73 6 37 7 25 83 28 64 67 33 8 35 61 57 72 34 69 71 39 38 47 63 32 76 70 19 15 85 53 84 75 12
614c3233e64756000603277d,28 33 8 63 75 58 81 43 80 51 3 5 1 59 50 29 40 73 6 37 7 23 25 83 4 64 67 66 35 61 36 57 72 34 69 71 39 38 47 32 76 70 19 15 85 53 84 12 60 65
617ec606b2319400078213a6,28 8 21 49 51 3 5 1 59 50 29 40 73 6 37 7 23 25 83 4 64 67 33 66 35 61 36 57 72 34 69 71 39 38 47 63 32 76 70 19 15 85 53 84 75 12 60 65 16 55
617e4e997340280006cc7c42,13 2 51 3 5 1 59 50 29 40 73 6 37 7 23 25 83 28 4 64 67 33 66 8 35 61 36 57 72 34 69 71 39 38 47 63 32 76 70 19 15 85 53 84 75 12 60 65 16 55
5e7609ff9c4b140023a682de,51 3 5 59 50 29 40 73 37 7 83 28 1 6 23 25 4 64 67 33 66 8 35 61 36 57 72 34 69 71 39 38 47 63 32 76 70 19 15 85 53 84 75 12 60 65 16 55 13 22
617ec3341a87ca000710d12f,50 33 66 51 3 5 1 59 29 40 73 6 37 7 23 25 83 28 4 64 67 8 35 61 36 57 72 34 69 71 39 38 47 63 32 76 70 19 15 85 53 84 75 12 60 65 16 55 13 22
5f76c59b49fac44216498699,50 73 8 69 70 19 15 53 13 9 30 56 51 3 5 1 59 29 40 6 37 7 23 25 83 28 4 64 67 33 66 35 61 36 57 72 34 71 39 38 47 63 32 76 85 84 75 12 60 65
617ed3125833170007feaf2d,73 28 8 70 19 15 53 9 62 45 27 51 3 5 1 59 50 29 40 6 37 7 23 25 83 4 64 67 33 66 35 61 36 57 72 34 69 71 39 38 47 63 32 76 85 84 75 12 60 65
617ed802b231940007823531,28 64 8 13 79 51 3 5 1 59 50 29 40 73 6 37 7 23 25 83 4 67 33 66 35 61 36 57 72 34 69 71 39 38 47 63 32 76 70 19 15 85 53 84 75 12 60 65 16 55
617ed902b231940007823606,59 73 83 28 64 8 69 15 14 79 86 51 3 5 1 50 29 40 6 37 7 23 25 4 67 33 66 35 61 36 57 72 34 71 39 38 47 63 32 76 70 19 85 53 84 75 12 60 65 16
61287daf560d810006958251,3 5 59 50 29 40 73 6 37 25 83 4 51 1 7 23 28 64 67 33 66 8 35 61 36 57 72 34 69 71 39 38 47 63 32 76 70 19 15 85 53 84 75 12 60 65 16 55 13 22
617eeb2380117b00079916e8,46 51 3 5 1 59 50 29 40 73 6 37 7 23 25 83 28 4 64 67 33 66 8 35 61 36 57 72 34 69 71 39 38 47 63 32 76 70 19 15 85 53 84 75 12 60 65 16 55 13
617d9b65b23194000780bfac,5 28 49 51 3 1 59 50 29 40 73 6 37 7 23 25 83 4 64 67 33 66 8 35 61 36 57 72 34 69 71 39 38 47 63 32 76 70 19 15 85 53 84 75 12 60 65 16 55 13
6173a7c5231858000643b26f,33 34 52 44 51 3 5 1 59 50 29 40 73 6 37 7 23 25 83 28 4 64 67 66 8 35 61 36 57 72 69 71 39 38 47 63 32 76 70 19 15 85 53 84 75 12 60 65 16 55
61796267b2319400077af493,28 8 70 51 3 5 1 59 50 29 40 73 6 37 7 23 25 83 4 64 67 33 66 35 61 36 57 72 34 69 71 39 38 47 63 32 76 19 15 85 53 84 75 12 60 65 16 55 13 22
5eee74c1eb246da0e50471ab,73 66 61 79 46 51 3 5 1 59 50 29 40 6 37 7 23 25 83 28 4 64 67 33 8 35 36 57 72 34 69 71 39 38 47 63 32 76 70 19 15 85 53 84 75 12 60 65 16 55
617f173e57d2ce0006c70668,25 4 12 51 3 5 1 59 50 29 40 73 6 37 7 23 83 28 64 67 33 66 8 35 61 36 57 72 34 69 71 39 38 47 63 32 76 70 19 15 85 53 84 75 60 65 16 55 13 22
5e7a0ed69c4b140023a848eb,5 33 57 69 63 70 15 9 52 30 41 43 51 3 1 59 50 29 40 73 6 37 7 23 25 83 28 4 64 67 66 8 35 61 36 72 34 71 39 38 47 32 76 19 85 53 84 75 12 60
617f182980117b0007995e45,5 50 28 4 36 15 54 9 62 18 51 3 1 59 29 40 73 6 37 7 23 25 83 64 67 33 66 8 35 61 57 72 34 69 71 39 38 47 63 32 76 70 19 85 53 84 75 12 60 65
617f1fe8b231940007828878,3 5 59 50 73 37 25 83 4 64 66 35 51 1 29 40 6 7 23 28 67 33 8 61 36 57 72 34 69 71 39 38 47 63 32 76 70 19 15 85 53 84 75 12 60 65 16 55 13 22
59b79476cd5792070055e82b,4 24 27 46 17 51 3 5 1 59 50 29 40 73 6 37 7 23 25 83 28 64 67 33 66 8 35 61 36 57 72 34 69 71 39 38 47 63 32 76 70 19 15 85 53 84 75 12 60 65
5d1e29010d5f3b0021dc4a41,3 5 7 4 33 57 34 39 9 24 52 41 51 1 59 50 29 40 73 6 37 23 25 83 28 64 67 66 8 35 61 36 72 69 71 38 47 63 32 76 70 19 15 85 53 84 75 12 60 65
5ab12613a356e3001e486f30,64 33 57 69 32 70 75 81 44 51 3 5 1 59 50 29 40 73 6 37 7 23 25 83 28 4 67 66 8 35 61 36 72 34 71 39 38 47 63 76 19 15 85 53 84 12 60 65 16 55
