user_id,subgroup
5c6e7a8d6d180f002084a746,7 38 34 39 33 3 5 67 73 53 22 50 51 41 54 44 36 6 61 40 4 26 25 8 83 66 20 71 35 37 57 23 58 65 85 12 77 29 1 72 62 68 15 59 63 69 64 93 24 76
5e11926d54511e0d1440d024,50 25 51 5 29 1 40 23 3 6 20 4 59 36 13 22 38 33 34 39 66 44 71 37 7 41 8 69 70 72 54 62 53 77 78 61 91 67 58 28 2 85 52 57 49 83 35 90 47 48
59a1bbeb3ba5a507005d94bf,50 51 5 25 29 1 66 72 71 59 77 78 15 37 7 41 83 53 35 57 3 6 23 24 14 2 85 62 61 91 39 40 90 4 8 73 54 12 60 44 81 58 65 69 70 9 46 19 20 36
5a11254d516eb50051f99473,8 50 25 51 5 59 66 29 1 35 71 37 49 40 23 3 6 44 39 69 70 73 28 20 4 72 53 62 7 41 83 57 16 54 32 33 85 47 48 34 61 38 67 90 52 68 2 58 60 65 12 77
56702e0f13ef621200899d90,5 3 36 40 50 51 23 6 25 20 4 73 22 19 56 53 7 67 89 38 39 61 72 29 66 1 44 69 70 86 90 12 78 14 33 57 30 52 28 24 42 32 43 58 26 77 76 59 46 60
5aa795b871c70c001e28f2a9,50 51 5 29 1 40 25 71 37 3 73 6 23 24 7 41 66 72 85 79 59 53 30 2 4 22 62 60 61 91 12 83 58 35 57 54 8 90 36 65 77 19 9 46 15 44 39 20 67 55
5dc9632b31ab600020684cb3,0 73 53 35 37 57 42 32 43 33 13 50 51 7 41 66 39 59 54 3 67 5 63 64 93 75 76 1 2 4 6 8 9 10 11 12 14 15 16 17 18 19 20 21 22 23 24 25 26 27
603a408fedddaa46e5e847c0,40 25 50 51 5 3 6 23 24 4 22 67 12 73 53 20 1 54 33 34 36 44 39 85 71 38 55 61 7 41 83 13 42 32 43 35 59 0 14 60 65 77 78 66 89 29 72 63 64 93
5b41c29cbc0cfe001ecd42a8,50 25 51 5 40 23 3 6 61 29 66 1 7 72 36 37 19 73 71 77 78 20 4 59 83 35 57 41 44 39 38 62 85 53 33 34 8 67 58 22 69 70 91 54 2 65 12 60 28 81
6118d79bc367dc00060594ef,65 37 51 59 71 66 83 35 57 85 12 77 29 1 78 50 72 8 62 81 53 7 41 19 61 91 3 5 73 56 69 70 40 39 44 54 25 87 20 4 28 67 90 33 34 60 2 58 49 52
5d9189c2a7e8fe0020d81039,50 25 51 5 29 1 7 41 71 53 72 66 62 30 4 61 91 37 2 23 24 59 3 6 79 85 20 73 60 58 12 83 35 57 40 54 90 36 65 77 8 22 42 32 43 33 9 46 15 67
5b4d802ece476c001e4a92bf,40 50 51 5 25 85 71 59 60 3 6 23 24 37 79 30 1 4 62 83 29 65 12 77 8 2 22 67 9 46 35 58 14 73 15 53 61 66 7 72 36 16 20 54 78 41 38 39 55 13
