user_id,subgroup
5c6e7a8d6d180f002084a746,7 38 34 39 3 5 51 54 67 33 6 44 61 50 25 23 35 59 53 22 4 73 36 40 29 66 1 72 20 77 41 12 65 85 71 83 32 37 57 60 91 62 43 81 8 52 58 75 76
5e11926d54511e0d1440d024,50 25 51 5 23 3 6 38 39 54 34 67 35 59 60 40 65 85 12 77 61 29 1 7 62 36 91 33 53 72 4 37 66 41 44 20 58 83 8 22 71 57 73 14 81 2 78 13 75 76
59a1bbeb3ba5a507005d94bf,50 25 51 5 71 59 29 1 66 72 65 85 12 77 3 35 61 54 6 53 38 34 39 83 37 67 60 41 57 4 14 73 81 62 40 91 7 15 19 8 16 90 22 44 86 78 2 75 76
5a11254d516eb50051f99473,50 25 51 5 71 59 60 53 72 62 61 65 85 12 77 8 35 29 38 54 34 39 67 6 58 23 3 83 37 57 7 41 66 4 73 81 1 40 19 14 2 78 22 16 75 76 33 86 44
56702e0f13ef621200899d90,3 36 5 73 50 25 51 40 4 53 23 6 20 22 19 56 86 90 61 38 39 12 67 7 65 85 77 14 1 34 35 59 62 60 44 29 66 72 54 24 33 41 89 78 52 46 71 83 9
5aa795b871c70c001e28f2a9,50 25 51 5 40 29 1 59 60 65 85 12 77 71 53 72 6 54 3 73 66 35 61 62 38 34 39 67 22 83 37 86 14 90 4 91 41 19 7 58 57 2 44 56 8 16 33 81 23
5dc9632b31ab600020684cb3,73 69 47 13 38 34 39 53 25 3 64 4 36 8 68 75 57 35 76 37 41 52 12 67 59 83 33 81 61 66 29 1 32 58 45 14 19 46 20 48 51 60 6 85 50 72 42 43 16
603a408fedddaa46e5e847c0,25 50 51 5 40 3 6 67 38 39 23 54 44 35 59 34 61 53 77 36 33 22 24 4 73 7 20 65 85 12 41 29 66 1 72 71 37 83 14 89 60 78 19 86 84 21 52 32 57
5b41c29cbc0cfe001ecd42a8,50 25 51 5 61 29 66 1 7 72 36 23 3 6 37 40 35 59 65 85 12 77 54 38 34 39 67 19 73 60 83 53 41 4 62 91 57 44 71 8 58 22 81 33 20 75 76 14 78
6118d79bc367dc00060594ef,71 59 65 85 51 12 77 37 50 66 72 61 53 83 25 5 41 39 29 1 35 57 81 62 91 54 7 73 8 3 4 67 58 19 78 38 34 56 40 14 87 86 6 75 76 60 64 33 52
5d9189c2a7e8fe0020d81039,50 25 51 5 29 1 65 85 12 77 59 60 53 72 6 54 62 61 71 66 3 35 40 73 38 34 39 67 91 83 37 90 4 7 41 22 14 86 19 58 2 57 8 44 56 81 36 33 16
5b4d802ece476c001e4a92bf,50 25 51 5 59 60 71 29 1 3 35 65 85 12 77 40 61 66 7 72 36 8 83 37 6 38 54 34 39 67 62 14 4 58 78 91 56 73 22 2 23 44 41 20 57 81 53 33 16
568cdb6fe8ff9b20003d00ed,4 20 5 36 3 6 50 25 51 12 67 38 39 89 23 24 61 22 78 53 29 66 1 7 72 73 65 85 77 14 28 54 59 60 86 44 40 34 33 74 35 41 55 62 83 21 19 91 15
57870425d0c3030700414d39,30 3 5 10 11 21 50 25 51 37 61 29 66 1 7 72 36 65 85 12 77 35 59 73 60 26 19 53 54 41 71 38 34 39 67 8 83 78 23 6 89 40 57 62 4 81 58 91 44
58123bc6e6fe960700e102b6,83 35 51 37 57 81 68 87 59 58 75 76 52 33 25 66 64 42 32 43 54 61 1 3 29 71 44 79 50 7 72 36 4 73 85 8 24 60 38 34 39 67 69 70 5 41 9 62 65
57317210fad4ef0a006aef34,32 33 58 42 43 83 35 51 37 57 50 62 71 59 3 44 39 60 74 52 7 41 80 34 61 29 66 1 72 36 85 6 54 5 53 25 75 76 64 68 87 38 67 91 8 65 12 77 81
571c171c234ded0a00a42d25,38 3 39 34 51 54 67 5 33 44 6 23 7 35 59 20 4 25 61 43 32 50 66 41 15 22 40 73 77 83 12 53 65 85 74 1 71 57 29 72 36 37 91 68 52 8 14 75 42 58
5a220d1ca6d4a5001ec316a4,50 25 51 5 65 38 3 39 85 12 77 6 54 34 66 72 35 59 37 61 41 53 67 83 91 29 1 62 60 7 57 44 33 4 81 71 58 8 40 22 20 78 73 19 87 14 2 75 76
5741ce66fad4ef0a006bd851,83 35 51 37 57 85 65 12 77 50 25 5 71 59 61 29 66 1 7 72 36 62 38 54 34 39 67 6 81 3 58 23 4 60 8 91 41 44 56 53 68 87 73 40 75 76 22 14 20
