user_id,subgroup
5c6e7a8d6d180f002084a746,59 65 63 62 61 60 58 57 56 55 54 53 52 51 50
5e11926d54511e0d1440d024,68 65 64 63 62 61 60 59 24 57 56 55 58 53 52
59a1bbeb3ba5a507005d94bf,91 1 17 11 87 10 81 18 90 30 85 16 19 89 9
5a11254d516eb50051f99473,91 1 20 90 26 41 48 49 3 42 31 80 8 23 57
56702e0f13ef621200899d90,20 75 29 69 58 54 62 61 60 59 24 57 56 55 53
5aa795b871c70c001e28f2a9,58 54 36 63 62 61 60 59 57 56 55 53 66 52 51
5dc9632b31ab600020684cb3,20 75 8 23 59 54 63 62 61 60 58 57 56 55 53
603a408fedddaa46e5e847c0,58 54 37 63 62 61 60 59 57 56 55 53 66 52 51
5b41c29cbc0cfe001ecd42a8,3 48 79 41 26 20 31 8 23 80 2 50 54 55 52
6118d79bc367dc00060594ef,84 59 15 66 65 64 63 62 61 60 58 71 57 56 55
5d9189c2a7e8fe0020d81039,59 54 64 63 62 61 60 58 57 56 55 53 66 52 51
5b4d802ece476c001e4a92bf,91 1 79 66 64 63 62 61 60 24 58 57 59 56 55
568cdb6fe8ff9b20003d00ed,91 1 17 11 87 10 18 85 81 30 19 90 16 9 89
57870425d0c3030700414d39,91 1 17 87 11 10 81 18 30 89 90 19 85 9 16
58123bc6e6fe960700e102b6,1 90 3 16 31 41 26 20 91 48 17 79 81 42 80
57317210fad4ef0a006aef34,48 79 84 40 23 41 52 61 60 59 58 56 55 54 53
571c171c234ded0a00a42d25,91 1 17 11 87 10 81 18 30 19 85 90 89 16 9
5a220d1ca6d4a5001ec316a4,91 1 17 87 11 81 10 90 18 30 16 19 89 85 9
5741ce66fad4ef0a006bd851,4 66 36 63 62 61 60 59 58 57 56 55 54 53 52
60348943e950ee4623b5bf87,91 66 37 63 62 61 60 59 58 57 56 55 54 53 52
5ef2d87e0be54018a7bcdab0,20 26 41 80 31 3 8 69 5 54 60 59 58 57 56
5ef142e0b93e46e8668cc638,91 1 17 87 11 90 10 18 81 85 19 16 30 31 89
603231d4bf9554f2a0f3fc8a,91 1 17 87 11 10 81 18 90 30 85 16 19 89 9
5a7c4db81a0d09001ee03a35,87 11 17 10 85 18 81 16 90 19 30 83 9 12 88
5bbe0a3c3617e7001e562a28,87 10 18 81 85 11 17 30 90 9 16 19 83 89 12
60cf0704ad1a3c42aab8f51d,1 17 91 87 11 10 81 18 90 85 30 16 19 9 89
5eaf743f3e47cffda3221a7d,85 43 88 83 9 18 32 19 89 47 44 25 12 86 82
60cf3e396e549d1efce05b95,91 84 52 63 62 61 60 58 57 56 55 54 53 51 65
58b012045c4e6507007c4ff0,5 54 64 34 62 61 60 59 58 57 56 55 53 66 52
5e9feed3735b0173dfccac85,17 87 11 18 10 81 1 90 85 16 30 19 9 89 83
60d016e1f5d14a31f55ec6dc,87 85 18 81 10 11 19 90 17 9 89 47 16 83 30
5ab7463ddc2ab6001e26771b,91 1 17 87 11 10 81 18 90 30 85 16 19 89 9
54ef354db839040f0001608b,91 17 1 87 11 10 18 85 81 30 90 19 16 9 89
5fa5f6ab0c79eefbbd8bade3,1 3 48 41 20 79 26 91 90 23 80 8 49 58 50
5b8e8a35de22ba001ee7af15,91 1 17 87 11 10 18 81 85 30 19 9 89 90 16
59e87f43ef1581001e5c9a96,1 91 17 87 11 10 18 81 85 90 30 16 19 9 89
6018fcfd699913c0c3c25432,91 1 17 87 11 18 10 84 85 40 51 6 50 56 52
5ea04ffb735b01937cccf0e9,91 1 17 87 11 10 18 81 85 90 30 19 16 9 89
55f10bf48b6cae0f00ac8882,91 1 17 11 87 10 30 81 89 18 19 9 85 90 12
602c95d74b3734871880bb01,91 1 17 87 11 10 18 81 90 85 30 16 19 9 89
5a40efaae939a9001ed222a0,91 1 17 87 10 11 81 18 30 90 16 9 19 89 85
6061f4bc0a60ce1e971f5557,75 68 69 67 57 54 62 61 60 59 58 56 55 53 64
608a2403c79613f5062ebf11,58 54 64 63 62 61 60 59 57 56 55 53 66 52 51
5c3d8f09f699690021a18b96,74 88 83 25 75 73 44 68 85 9 28 82 43 67 12
60530fa47d8d93b2df1fae40,91 1 17 87 11 10 81 18 85 90 30 16 19 89 9
60de64536dab560006a5b438,91 1 17 90 11 87 16 81 18 10 30 19 85 3 43
609de373efc1e3d339c655c4,91 1 17 87 11 10 81 90 18 30 16 85 19 89 9
5abc5b027997a2001e7bde62,47 86 9 75 31 89 46 44 12 83 21 49 20 81 13
5cd77041a4d3eb00205122c3,17 1 87 11 10 91 18 85 81 30 90 19 16 9 89
5d4607663714d90022deea26,91 66 64 63 61 60 59 58 57 56 55 54 53 52 51
5bb5bf8ae6ed7e001e023f05,91 1 17 87 11 10 90 81 18 16 30 19 85 89 9
