subgroup
67 73 57 54 62 61 60 59 58 23 56 55 53 64 52
67 57 54 36 62 61 60 59 58 23 56 55 53 65 52
57 53 35 62 61 60 59 58 56 55 54 52 65 51 50
58 53 63 34 61 60 59 57 56 55 54 52 65 51 50
57 65 63 62 61 60 59 58 23 56 55 54 53 52 51
57 53 36 62 61 60 59 58 56 55 54 52 65 51 50
57 65 63 34 61 60 59 58 23 56 55 54 53 52 51
57 54 63 62 61 60 59 58 23 56 55 53 65 52 51
57 65 63 33 61 60 59 58 23 56 55 54 53 52 51
57 65 63 34 61 60 59 58 23 56 55 54 53 52 51
57 65 35 62 61 60 59 58 23 56 55 54 53 52 51
57 53 36 62 61 60 59 58 56 55 54 52 65 51 50
57 53 63 62 61 60 59 58 56 55 54 52 65 51 50
57 65 35 62 61 60 59 58 23 56 55 54 53 52 51
57 54 63 62 61 60 59 58 23 56 55 53 65 52 51
57 53 63 62 61 60 59 58 56 55 54 52 65 51 50
57 65 63 34 61 60 59 58 23 56 55 54 53 52 51
57 65 35 62 61 60 59 58 23 56 55 54 53 52 51
67 57 54 63 34 61 60 59 58 23 56 55 53 65 52
57 53 35 62 61 60 59 58 56 55 54 52 65 51 50
57 65 35 62 61 60 59 58 23 56 55 54 53 52 51
57 53 35 62 61 60 59 58 56 55 54 52 65 51 50
57 65 35 62 61 60 59 58 23 56 55 54 53 52 51
57 65 63 34 61 60 59 58 23 56 55 54 53 52 51
57 65 63 34 61 60 59 58 23 56 55 54 53 52 51
57 53 36 62 61 60 59 58 56 55 54 52 65 51 50
67 57 54 35 62 61 60 59 58 23 56 55 53 65 52
57 53 63 62 61 60 59 58 56 55 54 52 65 51 50
57 53 36 62 61 60 59 58 56 55 54 52 65 51 50
67 57 54 36 62 61 60 59 58 23 56 55 53 65 52
67 57 54 36 62 61 60 59 58 23 56 55 53 65 52
57 53 35 62 61 60 59 58 56 55 54 52 65 51 50
57 53 36 62 61 60 59 58 56 55 54 52 65 51 50
67 21 57 53 34 61 60 59 58 23 56 55 54 52 64
57 65 63 34 61 60 59 58 23 56 55 54 53 52 51
67 57 54 35 62 61 60 59 58 23 56 55 53 65 52
57 64 62 61 60 59 58 56 55 54 53 52 51 50 49
57 65 63 62 61 60 59 58 23 56 55 54 53 52 51
57 65 63 62 61 60 59 58 23 56 55 54 53 52 51
57 65 63 34 61 60 59 58 23 56 55 54 53 52 51
57 64 62 61 60 59 58 56 55 54 53 52 51 50 49
57 53 36 62 61 60 59 58 56 55 54 52 65 51 50
67 57 54 36 62 61 60 59 58 23 56 55 53 65 52
57 65 63 34 61 60 59 58 23 56 55 54 53 52 51
57 65 63 34 61 60 59 58 23 56 55 54 53 52 51
57 65 63 34 61 60 59 58 23 56 55 54 53 52 51
57 53 63 62 61 60 59 58 56 55 54 52 65 51 50
67 57 54 63 34 61 60 59 58 23 56 55 53 65 52
57 53 63 62 61 60 59 58 56 55 54 52 65 51 50
57 53 36 62 61 60 59 58 56 55 54 52 65 51 50
57 65 63 34 61 60 59 58 23 56 55 54 53 52 51
57 53 36 62 61 60 59 58 56 55 54 52 65 51 50
67 57 54 35 62 61 60 59 58 23 56 55 53 65 52
57 54 63 62 61 60 59 58 23 56 55 53 65 52 51
58 53 36 62 61 60 59 57 56 55 54 52 65 51 50
57 53 35 62 61 60 59 58 56 55 54 52 65 51 50
57 65 36 62 61 60 59 58 23 56 55 54 53 52 51
57 53 63 62 61 60 59 58 56 55 54 52 65 51 50
57 53 63 62 61 60 59 58 56 55 54 52 65 51 50
67 57 54 35 62 61 60 59 58 23 56 55 53 65 52
74 67 73 57 37 62 61 60 59 58 23 56 55 54 53
57 53 36 62 61 60 59 58 56 55 54 52 65 51 50
73 67 21 27 74 22 57 60 59 58 23 56 55 54 53
57 65 63 34 61 60 59 58 23 56 55 54 53 52 51
57 53 63 62 61 60 59 58 56 55 54 52 65 51 50
57 65 35 62 61 60 59 58 23 56 55 54 53 52 51
57 53 63 62 61 60 59 58 56 55 54 52 65 51 50
67 57 54 63 34 61 60 59 58 23 56 55 53 65 52
67 57 54 63 62 61 60 59 58 23 56 55 53 65 52
57 53 36 62 61 60 59 58 56 55 54 52 65 51 50
57 53 63 62 61 60 59 58 56 55 54 52 65 51 50
57 54 63 62 61 60 59 58 23 56 55 53 65 52 51
57 65 63 34 61 60 59 58 23 56 55 54 53 52 51
57 53 63 62 61 60 59 58 56 55 54 52 65 51 50
57 53 63 62 61 60 59 58 56 55 54 52 65 51 50
57 53 36 62 61 60 59 58 56 55 54 52 65 51 50
19 58 53 63 62 61 60 59 57 56 55 54 52 65 51
57 54 63 62 61 60 59 58 23 56 55 53 65 52 51
57 65 63 33 61 60 59 58 23 56 55 54 53 52 51
57 65 63 34 61 60 59 58 23 56 55 54 53 52 51
57 53 36 62 61 60 59 58 56 55 54 52 65 51 50
57 65 63 34 61 60 59 58 23 56 55 54 53 52 51
57 64 62 61 60 59 58 56 55 54 53 52 51 50 49
57 65 35 62 61 60 59 58 23 56 55 54 53 52 51
57 65 35 62 61 60 59 58 23 56 55 54 53 52 51
73 67 21 57 54 33 61 60 59 58 23 56 55 53 64
57 53 63 62 61 60 59 58 56 55 54 52 65 51 50
58 53 35 62 61 60 59 57 56 55 54 52 65 51 50
67 57 54 63 62 61 60 59 58 23 56 55 53 65 52
57 65 63 34 61 60 59 58 23 56 55 54 53 52 51
57 53 35 62 61 60 59 58 56 55 54 52 65 51 50
57 65 35 62 61 60 59 58 23 56 55 54 53 52 51
57 65 63 33 61 60 59 58 23 56 55 54 53 52 51
57 64 62 61 60 59 58 56 55 54 53 52 51 50 49
57 65 63 34 61 60 59 58 23 56 55 54 53 52 51
57 53 63 62 61 60 59 58 56 55 54 52 65 51 50
57 53 63 62 61 60 59 58 56 55 54 52 65 51 50
57 53 35 62 61 60 59 58 56 55 54 52 65 51 50
67 57 54 63 34 61 60 59 58 23 56 55 53 65 52
82 43 87 81 48 31 85 42 41 74 46 73 11 47 19
73 67 21 27 74 56 51 60 59 58 57 55 54 53 52
90 0 16 80 86 88 89 30 29 9 10 46 85 15 17
61 65 63 62 32 60 59 58 57 56 55 54 53 52 51
57 54 63 62 61 60 59 58 23 56 55 53 65 52 51
84 82 17 8 9 80 42 18 10 15 86 11 89 29 88
90 0 16 86 10 9 17 80 89 84 29 15 18 8 88
57 53 35 62 61 60 59 58 56 55 54 52 65 51 50
67 57 53 62 61 60 59 58 23 56 55 54 52 64 51
19 58 53 63 62 61 60 59 57 56 55 54 52 65 51
67 65 64 63 34 61 60 59 58 56 55 54 57 52 51
90 0 16 10 86 9 80 17 29 88 89 18 15 84 8
67 64 63 62 61 60 59 32 57 56 55 54 58 52 51
67 57 53 62 61 60 59 58 23 56 55 54 52 38 51
90 0 16 10 86 9 89 17 80 15 29 84 18 88 8
90 16 0 24 67 73 86 83 27 72 39 21 50 49 53
90 79 19 7 53 34 61 60 59 58 57 56 55 54 51
90 16 10 0 86 9 84 18 87 24 17 29 42 82 72
90 0 16 86 10 9 17 80 89 84 29 15 18 8 88
57 53 63 62 61 60 59 58 56 55 54 52 65 51 50
57 53 35 62 61 60 59 58 56 55 54 52 65 51 50
90 0 16 9 10 86 24 67 88 83 56 55 54 53 52
90 0 16 86 10 9 80 17 89 29 84 18 15 88 8
19 57 52 63 62 61 60 59 58 56 55 54 53 51 65
90 65 63 62 60 59 58 57 56 55 54 53 52 51 50
89 15 87 2 29 47 10 42 81 31 46 78 41 11 88
90 0 16 10 86 9 80 89 17 29 15 84 18 88 8
84 17 89 15 82 80 18 9 29 10 8 42 87 11 86
67 49 61 3 50 65 64 63 62 60 70 59 58 57 56
0 90 16 86 10 89 80 9 17 15 84 29 18 88 8
90 0 16 86 10 9 80 17 89 29 84 15 18 88 8
90 0 16 86 10 9 80 17 89 84 29 15 18 88 8
90 0 16 86 80 89 17 10 9 29 15 84 8 88 18
56 52 63 62 61 60 59 58 57 55 54 53 51 65 50
58 61 69 36 37 65 64 63 62 60 51 59 38 57 56
90 0 16 86 80 89 10 17 15 9 29 84 18 88 8
90 0 79 74 68 7 59 57 63 62 61 60 36 58 55
90 0 16 86 10 9 80 89 17 29 15 18 84 88 8
90 0 16 86 10 9 89 17 80 84 29 15 18 8 88
90 0 16 57 54 37 62 61 60 59 58 32 56 55 53
82 86 15 80 89 84 11 8 87 29 17 31 42 81 10
2 47 78 40 89 44 25 1 41 30 19 81 22 42 7
19 7 38 36 37 65 64 63 62 61 60 59 69 57 56
90 0 16 89 10 86 80 15 17 9 29 84 18 88 42
67 65 64 63 34 61 60 59 58 56 55 54 57 52 51
22 61 53 63 62 32 60 59 58 57 56 55 54 52 65
58 64 62 61 60 59 57 56 55 54 53 52 51 50 49
90 0 16 10 86 9 80 89 29 15 17 88 18 84 2
90 0 16 86 10 9 80 17 29 88 8 89 18 84 11
90 0 16 86 10 9 80 17 89 15 18 29 84 88 8
57 53 63 34 61 60 59 58 56 55 54 52 65 51 50
90 0 16 10 86 9 29 80 17 89 15 18 84 88 8
90 86 82 84 8 16 9 17 80 11 18 74 85 88 24
10 86 17 84 89 16 9 15 80 29 18 82 8 42 87
90 0 16 10 86 89 29 9 15 80 78 2 54 53 32
90 0 16 86 10 9 80 89 17 29 84 15 18 8 88
90 83 53 63 62 32 60 59 58 57 56 55 54 52 65
90 0 16 86 10 9 80 17 89 29 84 15 18 88 8
73 74 24 67 82 72 43 66 20 87 27 28 12 21 39
47 19 22 21 83 73 33 51 23 59 57 56 55 54 53
90 0 16 10 86 9 80 17 89 29 84 88 15 8 18
90 0 16 86 89 10 80 15 17 9 29 84 18 42 8
87 42 81 43 47 31 73 11 48 8 46 72 41 24 82
90 0 16 10 86 89 9 80 15 29 17 84 18 88 42
19 74 25 73 48 45 22 28 66 21 7 20 68 40 55
90 0 16 86 10 9 17 80 89 84 29 15 18 8 88
73 67 74 56 52 61 60 59 58 57 55 54 53 51 63
57 64 62 61 60 59 58 56 55 54 53 52 51 50 49
57 53 63 62 61 60 59 58 56 55 54 52 65 51 50
57 54 63 62 32 60 59 58 23 56 55 53 65 52 51
47 78 25 2 19 40 22 7 41 57 58 59 60 56 55
90 78 47 79 19 7 1 25 60 59 58 57 56 55 54
90 0 16 10 24 67 83 27 73 86 72 21 54 53 55
90 0 16 86 10 9 17 80 89 84 29 15 18 8 88
90 0 16 86 10 9 80 17 89 29 84 15 18 88 8
67 57 53 63 33 61 60 59 58 56 55 54 52 65 51
90 74 67 73 66 68 6 63 61 60 59 58 57 56 55
90 0 16 86 10 9 17 84 80 29 89 18 15 8 88
90 0 16 86 10 80 9 89 17 29 15 84 18 88 8
90 0 16 86 10 9 17 80 89 84 29 15 18 8 82
90 0 67 60 51 61 59 58 57 56 55 54 53 52 50
79 68 20 26 7 50 58 65 64 63 62 61 60 36 56
57 54 63 33 61 60 59 58 23 56 55 53 65 52 51
89 15 2 47 18 41 42 40 30 78 81 25 31 84 1
86 16 10 9 17 84 80 89 29 15 18 0 8 88 82
58 53 36 62 61 60 59 57 56 55 54 52 65 51 50
57 53 35 62 61 60 59 58 56 55 54 52 65 51 50
86 84 10 17 9 16 80 18 29 8 89 82 15 88 42
90 0 16 86 10 9 80 17 84 29 89 18 15 8 88
90 0 16 86 10 9 80 17 89 29 18 84 15 88 8
90 0 16 10 86 9 89 17 80 18 15 29 84 88 42
90 0 16 10 86 9 80 17 29 89 84 88 15 18 8
73 74 67 19 66 28 21 27 22 72 55 57 53 52 51
19 48 30 25 40 41 85 20 47 81 46 2 45 43 12
3 65 63 62 32 60 59 58 57 56 55 54 53 52 51
67 57 54 35 62 61 60 59 58 23 56 55 53 65 52
57 53 36 62 61 60 59 58 56 55 54 52 65 51 50
57 53 35 62 61 60 59 58 56 55 54 52 65 51 50
57 54 35 62 61 60 59 58 23 56 55 53 65 52 51
90 8 82 86 74 84 9 24 11 73 43 85 17 46 20
80 84 82 89 17 8 15 29 11 42 31 46 85 88 87
90 65 63 62 32 60 59 58 57 56 55 54 53 52 51
90 0 19 25 20 74 79 40 68 30 7 45 28 48 66
46 80 15 8 11 29 88 89 85 82 31 30 2 81 87
67 83 27 21 56 50 60 59 58 57 55 54 53 52 51
16 10 87 78 18 42 47 84 89 24 83 15 9 27 72
90 0 16 86 10 9 80 89 29 88 17 15 18 8 30
89 15 10 80 86 17 84 29 9 16 18 42 82 0 8
90 0 89 16 15 86 10 17 80 84 29 18 9 42 31
90 0 16 78 10 83 56 51 60 59 58 57 23 55 54
90 0 16 87 86 24 42 73 72 29 67 9 44 10 17
58 59 37 65 64 63 62 61 60 38 49 57 56 55 54
