user_id,subgroup
5f1dc5a3afdc0537b5de8979,70 81 69 83 64 50 3 4 8 5 66 59 73 13 33 35 37 40 15 53 61 72 39 29 28 6 1 25 34 32 51 57 9 65 21 36 7 19 62 14 71 24 38 67 54 2 30 46 16 41
5f432175a32a53813a24e1a5,17 77 61 22 40 3 69 46 54 72 16 5 4 50 51 13 62 65 70 8 73 66 33 41 34 59 30 29 64 35 37 83 15 53 39 28 6 1 25 32 57 9 21 36 7 19 14 71 24 38
5a93a2b844a1e4001eee7a26,73 72 75 41 34 52 57 64 86 58 76 61 66 81 3 4 8 5 59 69 13 33 35 37 40 83 50 15 53 39 29 28 6 1 70 25 32 51 9 65 21 36 7 19 62 14 71 24 38 67
617ec17d1a87ca000710ce8f,89 55 24 9 66 4 29 20 23 16 36 5 3 8 59 69 73 13 64 33 35 37 40 83 50 15 53 61 72 39 28 6 1 70 25 34 32 51 57 65 21 7 19 62 14 71 38 67 54 2
614c3233e64756000603277d,80 43 75 33 81 58 28 8 63 3 4 5 66 59 69 73 13 64 35 37 40 83 50 15 53 61 72 39 29 6 1 70 25 34 32 51 57 9 65 21 36 7 19 62 14 71 24 38 67 54
617ec606b2319400078213a6,49 28 21 8 3 4 5 66 59 69 73 13 64 33 35 37 40 83 50 15 53 61 72 39 29 6 1 70 25 34 32 51 57 9 65 36 7 19 62 14 71 24 38 67 54 2 30 46 16 41
617e4e997340280006cc7c42,13 2 3 4 8 5 66 59 69 73 64 33 35 37 40 83 50 15 53 61 72 39 29 28 6 1 70 25 34 32 51 57 9 65 21 36 7 19 62 14 71 24 38 67 54 30 46 16 41 75
5e7609ff9c4b140023a682de,87 55 28 7 8 40 3 73 56 66 72 37 5 4 51 65 15 19 53 9 83 12 59 50 29 13 2 69 64 33 35 61 39 6 1 70 25 34 32 57 21 36 62 14 71 24 38 67 54 30
617ec3341a87ca000710d12f,66 33 50 3 4 8 5 59 69 73 13 64 35 37 40 83 15 53 61 72 39 29 28 6 1 70 25 34 32 51 57 9 65 21 36 7 19 62 14 71 24 38 67 54 2 30 46 16 41 75
5f76c59b49fac44216498699,10 21 8 18 19 56 53 9 69 13 17 70 15 45 73 30 50 2 3 4 5 66 59 64 33 35 37 40 83 61 72 39 29 28 6 1 25 34 32 51 57 65 36 7 62 14 71 24 38 67
617ed3125833170007feaf2d,8 73 53 27 62 28 70 15 45 19 9 3 4 5 66 59 69 13 64 33 35 37 40 83 50 61 72 39 29 6 1 25 34 32 51 57 65 21 36 7 14 71 24 38 67 54 2 30 46 16
617ed802b231940007823531,79 28 13 8 64 3 4 5 66 59 69 73 33 35 37 40 83 50 15 53 61 72 39 29 6 1 70 25 34 32 51 57 9 65 21 36 7 19 62 14 71 24 38 67 54 2 30 46 16 41
617ed902b231940007823606,15 14 69 64 86 79 28 8 73 83 59 3 4 5 66 13 33 35 37 40 50 53 61 72 39 29 6 1 70 25 34 32 51 57 9 65 21 36 7 19 62 71 24 38 67 54 2 30 46 16
61287daf560d810006958251,86 90 80 77 11 61 21 70 15 63 22 19 40 3 73 69 12 54 32 41 34 52 67 37 30 4 29 26 49 79 62 65 25 56 53 6 83 66 71 43 59 81 64 5 50 13 8 33 35 72
617eeb2380117b00079916e8,46 3 4 8 5 66 59 69 73 13 64 33 35 37 40 83 50 15 53 61 72 39 29 28 6 1 70 25 34 32 51 57 9 65 21 36 7 19 62 14 71 24 38 67 54 2 30 16 41 75
617d9b65b23194000780bfac,49 28 5 3 4 8 66 59 69 73 13 64 33 35 37 40 83 50 15 53 61 72 39 29 6 1 70 25 34 32 51 57 9 65 21 36 7 19 62 14 71 24 38 67 54 2 30 46 16 41
