user_id,subgroup
5c6e7a8d6d180f002084a746,23 90 21 89 25
5e11926d54511e0d1440d024,45 47 44 17 25
59a1bbeb3ba5a507005d94bf,45 47 44 17 25
5a11254d516eb50051f99473,45 44 47 46 87
56702e0f13ef621200899d90,32 3 35 49 34
5aa795b871c70c001e28f2a9,3 32 70 69 49
5dc9632b31ab600020684cb3,32 3 35 34 49
603a408fedddaa46e5e847c0,32 34 36 35 58
5b41c29cbc0cfe001ecd42a8,32 3 49 50 4
6118d79bc367dc00060594ef,45 47 44 17 25
5d9189c2a7e8fe0020d81039,23 13 21 83 15
5b4d802ece476c001e4a92bf,45 47 44 17 25
568cdb6fe8ff9b20003d00ed,32 34 50 3 49
57870425d0c3030700414d39,45 47 44 17 25
58123bc6e6fe960700e102b6,45 47 44 17 25
57317210fad4ef0a006aef34,32 34 35 50 58
571c171c234ded0a00a42d25,32 3 49 34 50
5a220d1ca6d4a5001ec316a4,45 47 44 46 28
5741ce66fad4ef0a006bd851,45 46 47 44 25
60348943e950ee4623b5bf87,32 49 4 3 50
5ef2d87e0be54018a7bcdab0,32 3 35 34 50
5ef142e0b93e46e8668cc638,45 44 47 46 87
603231d4bf9554f2a0f3fc8a,50 58 34 4 33
5a7c4db81a0d09001ee03a35,32 3 49 35 50
5bbe0a3c3617e7001e562a28,45 47 89 44 21
60cf0704ad1a3c42aab8f51d,32 3 35 36 50
5eaf743f3e47cffda3221a7d,45 47 44 17 25
60cf3e396e549d1efce05b95,67 27 23 81 72
58b012045c4e6507007c4ff0,32 34 35 50 36
5e9feed3735b0173dfccac85,45 47 25 44 17
60d016e1f5d14a31f55ec6dc,32 3 34 50 35
5ab7463ddc2ab6001e26771b,74 75 22 28 60
54ef354db839040f0001608b,32 34 3 50 35
5fa5f6ab0c79eefbbd8bade3,32 35 3 36 49
5b8e8a35de22ba001ee7af15,32 34 35 50 58
59e87f43ef1581001e5c9a96,32 3 35 49 34
6018fcfd699913c0c3c25432,45 47 44 17 25
5ea04ffb735b01937cccf0e9,32 3 49 35 34
55f10bf48b6cae0f00ac8882,23 27 13 21 61
602c95d74b3734871880bb01,45 47 44 25 17
5a40efaae939a9001ed222a0,45 47 44 17 87
6061f4bc0a60ce1e971f5557,74 38 65 36 75
608a2403c79613f5062ebf11,32 34 50 58 35
5c3d8f09f699690021a18b96,3 32 49 34 35
60530fa47d8d93b2df1fae40,45 47 44 17 25
60de64536dab560006a5b438,45 47 44 17 46
609de373efc1e3d339c655c4,32 34 50 35 49
5abc5b027997a2001e7bde62,0 56 65 34 60
5cd77041a4d3eb00205122c3,45 44 47 17 25
5d4607663714d90022deea26,32 34 35 36 50
5bb5bf8ae6ed7e001e023f05,44 47 45 46 17
5d2c981d9cf9ea0021ea130d,32 3 34 49 50
58576019f528320700f8b947,44 45 47 46 17
5a5d848ca97499001e463e8b,45 47 44 17 19
5d8aebad34c10b0021bfce43,32 34 50 3 35
5cb892216b6d4e0020dca370,45 47 21 89 17
60eb37e633924000075ce90d,32 3 34 50 49
60b9dd8d03731d79bacc508e,45 17 47 87 44
5f6aca9e6e264f3d5181333e,32 3 49 34 50
606bdc981912851124766428,45 44 47 17 88
5c063ed2c9f99c0024313d7c,77 29 55 78 67
5a386d69c0cfff00e2c687c4,45 47 44 17 25
56f4ca304e3ef90900b82a99,47 45 46 44 91
5e848ed3a56f8200253a96ae,44 47 45 88 10
60ffe280d712540006af251f,56 7 65 37 33
5f5ba725f24eac66f0fa2760,45 47 44 17 25
60db15400ae315c7f2897b94,45 47 44 17 87
5ba1d2276971da001ea53c30,32 34 3 35 49
5878f7fe6ecf3a0700b74ed0,32 3 34 49 50
61001e661f74d40006fe78a9,32 3 49 35 34
5f18f3323ad0ad42a8eb3ac2,3 69 70 32 49
612d8369d2440f0007e72f93,32 3 34 50 35
5ada051ffe4f6d001ee17aec,32 3 35 49 34
5ee9ab8195bc917c9a7f67ba,44 45 26 17 87
60d09f6d57d3564d09beba47,45 47 44 17 25
5d774f0b45639e00212bd1d0,45 47 44 17 25
6080e2412ff403d583a08355,23 81 27 13 21
5677ad0950562140005e67c5,32 36 35 56 7
5c90f54f0bb340002079f08c,45 47 44 17 25
6116098800038a000791ff86,23 21 13 90 27
5cbebb76d1800400200534d4,45 47 44 17 25
599705dce6f91a07009fc782,45 47 44 17 25
5e8d925c5a140c53e11c39e9,45 47 44 46 87
57522e6e206cd60900c55310,32 3 49 35 4
60516e367d8d93173e1dcfc6,32 3 4 35 49
574b89330a2f5c0900c98e5d,45 47 44 17 25
5eff7543e5e92c45f118953b,32 3 35 49 34
5a0aaf3da15b3f001e983215,45 47 44 17 25
58f4e7a24909c907004ad2b5,45 47 44 25 17
58289bea5910c807008281ea,45 47 44 17 87
5f112ee1cad0d074f0e7017e,45 44 47 17 87
5ae69650be58e9001e853a59,45 47 44 46 87
602ce4766ed1d1d691e8c1eb,32 35 34 50 36
61001092b8494100062f7bad,32 3 49 4 35
5c56e5ce79f1990022dfae7e,32 3 49 34 50
601eb917d4fbaa37c53ff95b,32 3 49 4 5
573a6f07fad4ef0a006b8baf,45 44 47 88 17
5ae1f594bf6461001e93d68f,26 44 47 45 46
5bc1ae6615aece001e614a1a,45 47 44 17 25
611513591d631b00077ed418,45 47 21 89 25
57ba6438c7425c0700c69da7,32 3 49 4 34
5e493b4e5b02f600245b6d07,3 32 69 4 35
5dd4c0d25e4baa002071d206,45 44 47 46 25
609bf498733f68fb993672f2,45 47 44 17 87
5b0e6371ad7fa0001e9585d8,45 47 44 17 88
5ce12dfc91a3ab00206333ba,4 5 32 69 68
57417f4bfad4ef0a006bd39d,45 25 47 23 17
5b78df2470e34c001e40d510,32 3 49 35 34
5f0a57ec7d2e6708a06fdc4d,32 35 34 4 49
5df8c06460f8440021cb9cf5,64 59 63 83 27
5c9c53c6938233001f8d164b,60 28 0 74 56
6023658e89e3318842bdac28,32 34 3 50 49
54efeb21b839040f000161db,45 47 44 46 17
5e7042e6024d690024e48ba4,60 22 74 0 58
5bd7c2962febb1001e9060a3,32 34 35 50 49
5fea03062a0eb017e52238d4,32 50 34 49 35
60c895f61cd33b45a80fa06c,58 34 49 50 33
5a5ec6926a444a0068d4c83b,45 47 44 17 46
5bcbd3a6e97c2d001e11690b,45 47 44 17 25
58f8e6db048ab40700cc3f75,45 47 44 17 25
6102bc694b98770006447366,32 3 34 35 49
5bde95ecfec01400216665e5,32 3 34 49 35
5ef9eb011097a36f96c51ba4,45 47 44 17 25
5a64a03285b4c2001eb7fdd5,32 3 69 6 5
5f155594353ab3f68f7772ea,23 21 27 45 25
60dee5886dab560006a64293,45 47 44 17 25
58736443a8aae907000d0168,32 3 35 49 50
5a054aa7bc13ad001ed97d80,45 44 47 46 87
5f28138718658010a1f495e3,32 3 49 34 50
611f1014bd122100071e93b4,45 47 44 17 25
59f4a912e8c1dd001e90a6ad,45 47 44 17 25
5ce60fa503a9be0020bdbcd3,32 3 49 4 50
610e82bae74456000773c547,3 69 32 4 5
54ef6116b839040f000161ab,32 3 49 35 34
5f451faf5cce5b3281865fc1,45 47 44 46 87
57fb54e0da04300700fdbbac,32 3 49 34 35
56a210944ec4c609007d2d61,23 45 25 89 21
57318a71fad4ef0a006af32c,45 44 47 46 17
6047a5e8ee9cc4b964854428,45 27 63 8 25
6110e272bd53650006611bc9,32 3 49 4 35
5a9e0c155d786f001e628f72,47 44 91 46 45
60d1bcd4c75e4221fee62f2d,32 3 49 35 4
60d04956aec8654ec70e7fb0,32 35 34 58 60
603fbaaf043b4758e15ba3aa,32 3 49 35 34
5b712e9370e34c001e3f0704,32 3 49 34 50
6109b72739b6650007743605,45 44 47 46 87
57aed71a06665507002ddc6d,44 47 45 88 17
5bc179df15aece001e613b1f,45 47 44 25 17
5e4e82fe5b02f600245cf896,32 50 34 3 36
5e886a1059e025002293f9ae,32 34 35 50 3
5f3403ecf87ea837ef979643,32 3 50 34 49
